Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Secret Word I,"Find the secret 5 letter word (_ _ _ _ _) that shares:
2 letters with MAGIC
2 letters with YEARN
2 letters with BLAME
2 letters with GRABS
2 letters with KARMA
3 letters with BREAK
eg. strESSEs shares four letters with the word ESSEnce.",The secret word is CAKES.,The second letter of the first word is in the secret word.,2.37,2.58
Deck,"Three playing cards are laying face up, side by side. A King is just to the right of a Queen. A King is directly to the left of a King. A Diamond is to the left of a Heart, and a Diamond is just to the right of a Diamond. What are the three cards?","Queen of Diamonds, King of Diamonds, King of Hearts.",,2.37,0.86
Liar Liar,"Mad Ade's cousin Steve lies a lot. He tells the truth on only one day in a week.
One day he said: ""I lie on Mondays and Tuesdays.""
The next day he said: ""Today is either Sunday, Saturday, or Thursday.""
The next day he said: ""I lie on Fridays and Wednesdays.""
On which day of the week does Steve tell the truth?","Mad Ade's cousin  Steve tells the truth on Tuesdays
The first and third statements are incompatible; they cannot of course both be true, and they can only be lies if on one of the days mentioned Steve tells the truth. But, they have no such day in common. Therefore one of them must be true, and the other must refer to that day. Looking at the second statement (which must be a lie, as there can at most be one true statement and we have one), the first day cannot be Wednesday, Friday or Saturday. Therefore, the first statement cannot be true, since the third cannot refer to it by day. Therefore, the third statement is true, and must (from the first statement) be a Monday or Tuesday. Statement two, however, rules out Monday, leaving only Tuesday as the 'day of truth'. Thus: 'one day' is a Sunday; on the third day (Tuesday) Steve is truthful.",,2.37,2.5
Escape,"Jay escaped from jail and headed to the country. While walking along a rural road, he saw a police car speeding towards him. Jay ran toward it for a short time and then fled into the woods. Why did he run toward the car?",Jay was just starting to cross a bridge when he saw a police car. He ran toward the car to get off the bridge before running into the woods.,,2.36,1.76
Common Cents,"Eric, Rebecca, Jenny, and Mitch each have $1.00 in coins.
Nobody has pennies
Everyone has at least one quarter
Each person has a different number of quarters
Mitch has six times as many nickels as Rebecca
Rebecca has twice as many dimes as Eric
Eric has fewer nickels than Rebecca
How many, and which, coins do each have?","Jenny- four quarters
Eric- three quarters, two dimes, one nickel
Rebecca- two quarters, four dimes, two nickels
Mitch- one quarter, eleven nickels, two dimes",,2.36,2.27
Damaged Art,"Mad Ade's Uncle, Phil Space, who doesn't like what passes for art these days, ran into the National Gallery and caused millions of pounds of damage to several masterpieces. Later that day, Uncle Phil was invited to meet the manager and was warmly thanked for his actions.
How come?","Uncle Phil is a fireman. The water from his hose damaged the paintings as he put out a fire in the Gallery, but in the process rescuing hundreds of millions of pounds worth.",,2.36,2.12
Opposites 15,"In the following code, each symbol stands for one of five letters.
^ stands for M, O, I, U, or W
V stands for Y, U, F, E, or L
< stands for H, E, B, K, or T
> stands for J, A, G, N, or P
The four letter code word, <^>V, can be translated into two English words that are opposites. What are the two words?",Huge and Tiny,,2.36,2.21
Basketball Bet,"James bets Paul $1.00 that he could guess the score of the basketball game before it starts. Paul agrees, but loses the bet. Why did Paul lose the bet?","James said the score would be 0-0 and he was right. ""Before"" any basketball game starts, the score is always 0-0.",,2.36,1.38
How Hard is it to Get an Apple?,"The legend tells of a young boy that entered a celestial garden. In the entrance, a sign said, ""who enters, will receive what he or she gives"".
There were beautiful flowers, which the boy touched softly because the petals seemed so delicate as if about to fall. There where also magical rocks and trees. Even the roughest stone was soft to the delicate touch of the boy.
Suddenly, he found a great tree full with delicious apples. They were big and seemed made of silk. The boy felt hunger, so he took a stick and threw it to an apple to get it down. But what a surprise! The stick broke apart as if thrown against a rock. The boy then took a bigger stick and tried to hit the branch with all his strength. The bigger stick also broke. Now a little concerned, the boy then looked for a rock that felt hard in his furious grip, and then threw it with all his might to the soft looking apple. The rock was torn into pieces. The boy looked down disappointedly, realizing that surely there was no way to eat the fruit, when before his eyes a little mouse passed carrying an apple.
So, there was a way. Could you tell the boy how to get the apple?","The tree was giving what it was receiving. If you hit it hard, it will be hard. Just as the delicate flowers to the delicate touch, the apple has to be taken softly, not by force.
So, the boy should try delicately to PUT (not take) the apple on the branch, and it will fall into his fingers.","The harder you hit the tree, the harder it becomes...",2.36,1.62
Picnic 2,"There are two girls and one boy. Their names are June, Kate, and John. They decided to go on a picnic and they each brought three things. They ended up with a blanket, a cooler, a soccer ball, a basketball, a skateboard, cherries, strawberries, sandwiches, and napkins.
Who brought what, based on the following clues?
1. Kate hates soccer so she would never bring a soccer ball.
2. Whoever brought the cooler brought the napkins.
3. The boy did not bring the skateboard.
4. Neither girl plays soccer or basketball.
5. June did not bring stuff to do.
6. John does not own a cooler.
7. Kate brought both kinds of fruit.
8. June brought the blanket.","Kate-skateboard-strawberries-cherries
June-cooler-napkins-blanket
John-soccerball-basketball-sandwiches",,2.36,1.63
Opposites 12,"In the following code, each symbol stands for one of five letters.
! stands for Y, E, G, P, or T
@ stands for F, B, A, Q, or T
# stands for R, E, A, N, or Z
$ stands for F, E, N, S, or H
% stands for S, T, Y, M, or W
^ stands for P, D, E, H, or C
& stands for U, K, H, T, or B
* stands for O, J, G, I, or Z
? stands for E, L, D, N, or C
The nine letter code word, ^*$%@#&?!, can be translated into two English words that are opposites. What are the two words?",Construct and Dismantle.,,2.36,2.77
I Read You 5x5,"""Congratulations, Great-Aunt Nora!""  The voice of Victor Summ, her eldest nephew, was tired, but exultant.  Her older sister was the first grandparent among the five Shekrie siblings.
""Let me put you on speaker-phone, Vic.  Corman is here.""  Nora had little doubt that her romance with a math teacher was the reason Victor, a research statistician, called personally, instead of letting his mother handle the news.
Nora beamed at Corman as she hit the button.  ""You're on, 'Daddy'.  Mother and children are doing fine?""
""Cogita's doing great, although we had a bit of a shuffle in the maternity ward.  Hi, Professor diNoni -- you'll love this one.""
""Hi, Victor.  I've heard more about you than ... no, you've known your aunt longer.  You probably know how much she's talked about you.""
""It runs in the family,"" he smiled across two time zones.  ""Doc Matter, our OB, said it was the strangest coincidence she's seen in a decade.  The kids were born 10, 20, 30, minutes apart, up to an interval of an hour-fifty ..."" Vic's voice trailed off.
""Except for one interval?""  Corman filled in.
""Right.  She said it was really weird, watching the time.  She said Adele was born at six sharp, Brand at 6:10, and they just kept hitting 10-minute multiples, until Elana came out at 7:50.""
Nora yelped.  ""You had *eleven*,"" then her left brain caught up, ""no, just the quintuplets.  Sorry.""
""De nada, Aunt Nora.  But that's where the problems started: they had the birth order mixed up.  Someone had assumed we'd named them in order, with Brand, Caleb, and Derec in between.  I pointed out that they'd managed to get all five wrong, and then Cogita wanted me.""
""So they got it sorted out?""
""Not quite.  The OB saw to the post-delivery stuff while we beamed at each other.  Then a nurse came in and said they figured it out: we'd named them in alphabetical order, but by the last letter of their names.  They had all five wrong again!  Heck, even if we'd done it in reverse alphabetical order, either way, they would have had all five wrong!""
""So what did they do?""
""Doc Matter said she may be getting gray, but she wasn't going to sign the certificates until they were all correct.  She dictated the birth times and told them to match them with the weight and length stats to sort things out -- and if they couldn't, they shouldn't bother reporting for work after tonight.""
He took a cleansing breath.  ""On a happier note, we'd like the blood aunts and uncles to serve as godparents, since there are five of you.  Would you stand for Caleb, Aunt Nora, since the two of you have the same birth position in the family?""
""I'd love to.  And if anyone in this family declines, I'll have Corman make them figure out the birth order.  Do you have it yet, dear?""
Vic broke in, ""He doesn't have enough information yet, and I can hear you smirking at him.""
Corman held up a hand to keep her quiet.  ""Since I don't know much about Nora's birth order, I'll have to make this a bigger question.  How far apart were Brand and Elena born?""
""Fifty minutes, on their cute little noses.""
""Got it.""  Corman recited the birth order, complete with times.  Can you do the same?","6:00	Derec
6:10	Adele	0:10 later
6:40	Brand	0:30 later, 0:40 after Derec
7:30	Elena	0:50 later, 1:30 after Derec, 1:20 after Adele
7:50	Caleb	0:20 later, 1:50 after Derek, 1:40 after Adele, 1:10 after Brand.
The missing interval is one hour.
Method:
Number the ten time points from 0 to 11 (6:00 to 7:50).  The only ways to arrange them to get ten different intervals for the births are events at points 0, 1, 4, 9, and 11 and the reverse: 11, 10, 7, 2, and 0.  The clue gives three birth times at 6:00, 6:10, and 7:50, so we have the first arrangement.
The clues about alphabetic and reverse-alphabetic order giving five wrong placements mean that Caleb and Derek were not born 2nd, 3rd, or 4th; Adele and Elena were not born first or last, and Brand was not born 2nd or 4th.
The 50-minute interval given at the end means puts Brand and Elena into the 3rd & 4th spots, which leaves 2nd as the place for Adele.
Finally, we have Caleb and Derec to fill the first and last spots.  Caleb and Nora share a birth position.  The first paragraph mentions that Cogita is Nora's older sister, so Caleb cannot be the firstborn.","There is only one way (plus a mirror-image reflection) to arrange ten different intervals in a span of 11 ten-minute units.  If you need help, search for ""Optimal Rulers"".",2.36,3.01
Unlucky Horse,"Seven horses in a farm in Kentucky,
Of three blacks, the oldest is a daddy;
Of two browns, the 3 year old male is called BILLY,
And the horse SNOWY is white as a lily.
Of two half-sister mares, the black won in the Derby,
She's a shade lighter than her daughter, BEAUTY;
BEAUTY and her cousin LUCKY, both half the age of their auntie,
But faster than either ROCKY or SUNNY.
Three of the horses are ready for the Derby,
A horse must be three years to be an entry;
Maybe this year the farm gets lucky,
Their stallion's loss last year was a pity.
CHALLENGE: Describe the horse that lost in last year's Derby.","SNOWY, a 4 year old male white horse lost last year.
The Derby is for three year old horses. Therefore only a current four year old horse could have lost last year.
SNOWY is the only horse which could have been three last year (four this year).
The farm is preparing three of the seven horses for this years Derby. There must therefore be at least three 3-year old horses among the seven. BILLY is 3-years old. Necessarily, BEAUTY and her cousin LUCKY must be 3 years old both. (They are of the same age).
Beauty's mom could not be three because she won in the Derby before. The oldest black is even older than BEAUTY's mom.
BEAUTY's aunt could not be three. If she were, then SNOWY must also be three to complete the three entries this year. This would mean that no horse would be four years old as BEAUTY and LUCKY would be one and a half years old. BEAUTY's mom won in the DERBY as a three year old, she could not win and lose at the same time. (The riddle suggests that the farm did not win last year so the mom must be over 5 years old).
In sum, if BILLY, BEAUTY, and LUCKY are three years old, their aunt must be six. BEAUTY's mom must be five or more. The oldest black must be older than the black mom. Only SNOWY could be four this year.
SNOWY is white (given), 4 years as deduced, and male from the fact that it was a stallion which lost last year.
The names of BEAUTY's mom and aunt and that of the oldest black are immaterial. The same is true with the color of lucky.","For purposes of this riddle the following terms are defined as:
Mare- female horse
Stallion- mature male horse
Derby- a race for three year old horses.",2.36,3.01
A Plane Trip,"Two identical airplanes (Plane A and Plane B) make the round-trip flight from Miami to Las Vegas on different days. They both use the exact same route, have the same layover time in Las Vegas and flight conditions are the same, save one: Plane A experiences no winds on the flight, and Plane B experiences a constant wind that gives it a headwind (flying against the wind) going to Las Vegas, and a tailwind (flying with the wind) back to Miami. If  both airplanes maintain the same airspeed (speed relative to the wind) the entire flight, which airplane will take longer to complete the round-trip? Why?","Plane B will take longer. The headwind decreases Plane B's speed over the ground the same amount as the tailwind increases it. However, the headwind is acting on the airplane for a longer period of time, consequently slowing the plane down longer than the period it was sped up for.",You don't need math to solve it.,2.36,1.72
Valentine's Day Mascara,"Annie Warthogg, Bunnie Bentknows, Candy Potboiler and Dina Noteef, Madiadia's least desirable and ugliest ladies, visited Mad Ade on February 14th.
The time of each visit was as follows:
- Annie at 8:00
- Bunnie at 9:00
- Candy at 10:00
- Dina at 11:00
(1) Each time mentioned above may be either AM or PM.
(2) Candy did not visit Mad Ade between Bunnie and Dina.
(3) At least one female visited Mad Ade between Annie and Bunnie.
(4) Annie did not visit Mad Ade before both Candy and Dina.
Can you tell at what time and in what order they each visited Mad Ade?","Bunnie (9:00AM) - Dina (11:00AM) - Annie (8:00PM) - Candy (10:00PM)
From the given data, it is clear that at least one female visited Mad Ade in the morning and at least one female visited Mad Ade in the evening.
Also, from (4), Annie did not visit Mad Ade first. It means that Annie visited Mad Ade at 8:00 PM.
From (3), Bunnie must have visited Mad Ade at 9:00 AM. Also, either Candy or Dina, or both, visited Mad Ade in the morning.
But from (2), only Dina could have visited Mad Ade in the morning, at 11:00 AM, and hence, Candy visited Mad Ade at 10:00 PM.",,2.36,1.98
Tinman's Pick,"Tinman was in quite a pickle.  He was choosing a vehicle that he had to drive for the next 7 years, and he had to make the best decision possible.  He had only five choices to choose from, and the choices each had different qualities that made them better or worse.
If the third choice was worse than the first choice and the second choice as good as the fifth, but the fifth choice was only as good as the worst choice leaving the fourth choice a little better than the third but not as good as the first, and the second was the worst choice to go with, which choice should Tinman go with if he wanted the best vehicle?","Tinman should go with the first choice.  In order from worst to best, the choices are:
5th/2nd, 3rd, 4th, 1st.",,2.36,1.23
Which Bus Stop,"Every day Mad Ade takes the bus to work. He can get off at one of two stops. The first stop is 100 metres from the Spam recycling factory in which he works. The second stop is 200 metres past the Factory. Mad Ade always rides past the first stop, and gets off at the second. Why?","The factory is on a hill. When Mad Ade gets off at the stop farthest from the building he is walking downhill, and Mad Ade is quite lazy...",,2.36,1.88
Jugs of Water,"There are two plastic jugs filled with water. How could you put all of this water into a barrel, without using the jugs or any dividers, and still tell which water came from which jug?","First, you would freeze the water in one or both jugs. Then, cut the plastic away, leaving only the ice. You could now put them into a barrel and see which water came from which jug.",,2.36,1.76
Mad Ade's Blocks #2,"Mad Ade is once again babysitting for family. The devil's spawn...er...three year old nephew he is watching is playing with some painted wooden blocks that have letters on the side, much like they did in teaser #15201.
Once again there are four blocks, each with a different letter on each side, making a total of 24 letters altogether.
Mad Ade noticed that the devil's...er...his nephew managed to make the following words from the four blocks.
BOXY,
BUCK,
CHAW,
DIGS,
EXAM,
FLIT,
GIRL,
JUMP,
OGRE,
OKAY,
PAWN,
ZEST
Now Mad Ade is relatively simple and once more missed the potential teaser in the situation, his mind firmly fixed on Kebabs.
Can you figure out how the letters are arranged on the 4 blocks?","Block 1: A, B, F, J, R, and S.
Block 2: D, E, L, U, W, and Y.
Block 3: C, I, M, N, O, and Z.
Block 4: G, H, K, P, T, and X.
From the word EXAM, we conclude that E and A are not on the same block.
From the word OGRE, we conclude that E and O are not on the same block.
From the word OKAY, we conclude that A and O are not on the same block.
Combining these, we conclude that A, E, and O are on different blocks. Assume that A is on block 1, E is on block 2, and O is on block 3.
From the words BOXY and EXAM, we conclude that X is not on the same block as A (block 1), E (block 2), and O (block 3), so X is on block 4.
From the words BOXY and OKAY, we conclude that Y is not on the same block as A (block 1), O (block 3), and X (block 4), so Y is on block 2.
From the word EXAM, we conclude that M is not on the same block as A (block 1), E (block 2), and X (block 4), so M is on block 3.
From the word OKAY, we conclude that K is not on the same block as A (block 1), Y (block 2), and O (block 3), so K is on block 4.
From the word BOXY, we conclude that B is not on the same block as Y (block 2), O (block 3), and X (block 4), so B is on block 1.
From the words BUCK and JUMP, we conclude that U is not on the same block as B (block 1), M (block 3), and K (block 4), so U is on block 2.
From the words PAWN and JUMP, we conclude that P is not on the same block as A (block 1), U (block 2), and M (block 3), so P is on block 4.
From the word JUMP, we conclude that J is not on the same block as U (block 2), M (block 3), and P (block 4), so J is on block 1.
From the words CHAW and BUCK, we conclude that C is not on the same block as A (block 1), U (block 2), and K (block 4), so C is on block 3.
From the words CHAW and PAWN, we conclude that W is not on the same block as A (block 1), C (block 3), and P (block 4), so W is on block 2.
From the word CHAW, we conclude that H is not on the same block as A (block 1), W (block 2), and C (block 3), so H is on block 4.
From the word PAWN, we conclude that N is not on the same block as A (block 1), W (block 2), and P (block 4), so N is on block 3.
Now, we must still have three letters for block 1, and two letters for each of the blocks 2, 3, and 4. We have the following letters left:
D, F, G, I, L, R, S, T, Z
From the words DIGS, FLIT and GIRL, we conclude that I is not on the same block as D, F, G, L, R, S, and T, so I is on the same block as Z. Furthermore, I and Z are on block 2, 3, or 4.
From the word ZEST, we conclude that Z is not on the same block as E (block 2), so Z is on block 3 or 4.
From the word OGRE, we conclude that G and R are not on the same block as E (block 2), and O (block 3), so G and R are on block 1 or 4, but not on the same block.
From the word GIRL, we conclude that I is not on the same block as G and R (block 1 or 4), so I is on block 2 or 3. Since Z is on block 3 or 4, I and Z must be on block 3. Now we have all six letters of block 3: C, I, M, N, O, and Z.
From the word GIRL, we conclude that L is not on the same block as G and R (block 1 and 4), so L is on block 2.
From the words FLIT and GIRL, we conclude that F, G, L, R, and T are not on the same block as L (block 2), and from the word ZEST, we conclude that S is not on the same block as E (block 2). So D must be on block 2.
Now we have all six letters of block 2: D, E, L, U, W, and Y.
From the words GIRL and DIGS, we conclude that G is not on the same block as R and S.
From the words FLIT and ZEST, we conclude that T is not on the same block as F and S.
Combining this, F, R, and S must be on the same block (block 1), and G and T must be on the same block (block 4).",,2.35,2.78
Kebab Kidnap,"Mad Ade was kidnapped by the K.L.F (Kebab Liberation Federation), and taken to a hideout. From overheard conversation, he knew he was either in London, England or in Sydney, Australia. He was drugged by using a decoy Kebab and transported, and when he came to, he had been locked in a room with no windows or other way to see outside.  There was a table, a bed, a chair, and a sink in the room, but nothing else.  However, Mad Ade was able to easily figure out which city he was in. How did Mad Ade do it?","Since water drains counter-clockwise in the northern hemisphere (London), and clockwise in the southern hemisphere (Sidney), Mad Ade simply put some water in the sink and watched which way it drained.",,2.35,1.67
Light Bulb Flipping,"Assume you have a switch to a light bulb. It starts out off. After half a minute, you flip the switch. After a quarter of a minute you flip the switch again. And do so after an eighth, a sixteenth, and a thirty-second, and so on. At the end of the minute, is the bulb on or off?","There are three answers depending on how you think about it.
1) I never said the switch was flipped again, so it would be on.
2) No Light bulb could go that fast so most likely it would be burned out.
3) You can't answer this because the light switch would be flipped infinitely many times before the minute was over. And infinity isn't odd or even.",There could be three answers here.,2.35,1.72
Jack's Eyes,"At a card game Mad Ade asked a question. ""In an ordinary deck of playing cards, two of the Jacks have two eyes and two of the Jacks have one eye. How many eyes are on all four Jack cards?""","12 (Remember, each card has 2 faces)",,2.35,1.22
Mad Ade's Special Number,"Whilst looking in the phone book for the new phone number of the ""Sweaty Chef Kebab Shop"" Mad Ade came across the six digit number 312132 . He noticed that this number has a very interesting attribute: 1 digit exists between the two 1s, 2 digits exist between the two 2's and 3 digits exist between the two 3s.
Mad Ade wondered if he could add two more 4s with 4 digits between the two 4s to make an eight digit number that still holds the above attributes?
Obviously Mad Ade never found the answer because he found the phone number he was after. Can you find a possible answer?","41312432 or 23421314. Of course these 2 numbers are actually the same, just reverse one to become another one.",,2.35,1.92
Dots on a Die,What is the greatest number of dots you can see on a six-sided die if you don't use mirrors? Assume you have 20/20 vision.,"20. Hold the die so you can see the 6 side dead on. Then, turn it to put the 6 side on its corner. Then, put it between your eyes, and cross your eyes. You should be able to see the 5,4,3, and 2 side.",Don't say 15.,2.35,2.31
Day at the Beach,"Lenny, Lance, Lulu, and Laura enjoy a good game of tug-of-war every time they visit the beach. Lance can outpull Lenny and Lulu together. Lance and Lenny together match up evenly against Laura and Lulu, but if Lulu and Lenny switch places, then Laura and Lenny can win easily. Name the four beachgoers in order of how strong they are.","From strongest to weakest: Laura, Lance, Lenny, Lulu",,2.35,1.37
Who's in the middle?,"Five kids are standing in a line holding hands: George, Kelly, Michael, Jennifer and Roy.
It is known that:
If Michael isn't at the right end of the line, then there are more than two kids between Kelly and George.
If Jennifer and Roy are standing next to each other, than George doesn't stand at the end of the line.
Kelly is standing at the right end of the line.
Who is standing in the middle?",Michael is standing in the middle.,,2.35,1.75
A Cricket Match,"The cricket match between India and Pakistan was over.
Harbhajan scored more runs than Ganguly.
Sachin scored more runs than Laxman but less than Dravid
Badani scored as many runs as Agarkar but less than Dravid and more than Sachin.
Ganguly scored more runs than either Agarkar or Dravid.
Each batsman scored 10 runs more than his immediate batsman. The lowest score was 10 runs. How much did each one of them score?","60-Harbhajan
50-Ganguly
40-Dravid
30-Badani
30-Agarkar
20-Sachin
10-Laxman",,2.35,1.58
"Rabbit, Wolf, and Lettuce","A man comes to a river with a boat.  He has with him a wolf, a rabbit and a head of lettuce. The man can only carry one single passenger besides himself in the boat. How can he get them all to the other side without the rabbit eating the lettuce, or the wolf eating the rabbit?","First take the rabbit over.
Then take the lettuce over and bring back the rabbit.
Then take the wolf over and finally the rabbit.",There are more than three steps involved,2.35,1.08
Opposites 14,"In the following code, each symbol stands for one of five letters.
) stands for T, E, S, A, or L
< stands for F, E, C, R, or P
> stands for E, R, L, K, or S
[ stands for F, S, E, D, or R
] stands for W, M, J, U, or Y
( stands for N, A, H, O, or B
The six letter code word, <([])>, can be translated into two English words that are opposites. What are the two words?",Casual and Formal,,2.35,2.73
Word Ratio,"runway : cinema
answer : ?
Directions: Ratios usually involve numbers.  This word ratio is a little different in that all four words in the ratio are somehow related.  Can you find a word that completes the ratio?
(Note: there is more than one possible answer.)","Any 6-letter word with the letters ""se"" in the middle will complete the word ratio. Possible answers include the words absent, assert, bisect, desert, insect, itself, losers, misery, museum, resent, unseen, wisely, etc.
The middle two letters of each of the words in the ratio represents a direction. The embedded directions relate to the position of the word within the ratio.
ruNWay: ciNEma
anSWer: abSEnt",,2.35,2.42
Holiday Symbols,"Students at Riverside School are learning about December holidays. Brian, David, Josh, Kevin, Michelle, and Stephanie each volunteered to bring in items to represent a different holiday. The holidays included are Boxing Day, Christmas, Hanukkah, Hogmanay, Kwanzaa, and New Year's Eve.
1. Michelle learned about several holidays from her research. She found out that a Kinara is a candleholder used for Kwanzaa. She also learned that children celebrating Hogmanay in Scotland go house to house collecting special cakes. She brought in Hogmanay cakes.
2. Kevin helped the boy who brought Christmas stockings and lights hang them up.
3. David brought in candles and a candleholder.
4. Josh shared a dreidel and his family's Hanukkah menorah and candles with the class.
5. One of the girls brought in confetti for the New Year's celebration.
Make a list to show who is responsible for each holiday.","David brought the Kinara and candles for Kwanzaa.
Brian brought the lights and stockings for Christmas.
Josh brought the menorah, candles, and dreidel for Hannukah.
Michelle brought the cakes for Hogmanay.
Stephanie brought confetti for New Year's Eve.
Kevin brought used clothing to donate for Boxing Day.",Make a chart and use the clues to eliminate the impossible combinations.,2.35,1.71
Old Man Justice and the Rotten Rascals,"One day three kids decide to wreak havoc in town-again (this is the third time this month). This time they run into an old man's grocery store and steal quite a few items. They hit the wrong spot this time, because this was Old Man Justice's place (he's notorious for meting out his own brand of 'justice'). Old Man Justice chases the kids through town, and during the chase, they drop the goods, turn around, and start chasing him. Unfortunately, the old man falls into a ditch and is badly hurt. A month later after he recovers he is able to identify the culprits, and Old Man Justice calls in his 'support team,' (2 of which were also victims of the thieves), and has the perpetrators rounded up for justice. At a dinner later that evening, dubbed the 'Repast of Right' the old man begins with these words:
'To do what we've done took moxie and nerve,
But alas! As we eat, our justice is served.
As we've judged these few, let's render to each their due,
Not an 'eye for an eye,' but rather 'one for two.'
(What we see as JUST, is JUST what we do.)
Neither trial, nor jury, should these ones receive,
No more to trouble us, for no more shall they breathe!
So drink wine of success, and not of defeat,
Justice is waiting, so friends let us eat.'
Question:
Provided that Old Man Justice and those in his group are not cannibals, how are these three guilty kids punished by the people at the dinner?","The Old man and his group certainly did EAT THE KIDS, (as implied by the words of Old Man Justice), but they were of course young goats, and not young delinquent children.
Notice that justice is going to be 'served' along with this meal. Also, this extreme justice is also going to result in the kids not-breathing, (meaning they will die), and thus won't be any more trouble. It is not an 'eye for eye' but more like 'one for two' because Old Man Justice was only injured, not killed, therefore the 'justice' is not proportionate to the crime. It also took guts and nerve for these seniors to hunt down someone's livestock and kill it, without the benefit of due process, or discussion w/ the owner in the least.
As they were good for a meal, I suppose the kids weren't so rotten after all!",,2.34,2.54
Menagerie,"Zachary has a private zoo.  He has five groups of animals in his zoo:  snakes, birds, mammals, insects, and spiders.  Assume that, typically:  animals have 1 head, snakes have 0 legs, birds have 2 legs, mammals have 4 legs, insects have 6 legs, and spiders have 8 legs.  Zachary has some unusual animals in his zoo.  He has:  a snake with 3 heads, a bird with 2 heads, a mammal with 3 legs, an insect with 4 legs, and a spider with 7 legs.  From the following information, determine how many of each group of animals that Zachary has in his menagerie.
1) There are a total of 100 heads and 376 legs.
2) Each group has a different quantity of animals.
3) The most populous group has 10 more members than the least populous group.
4) There are twice as many insect legs as there are bird legs.
5) There are as many snake heads as there are spider heads.","A) Since there are 3 extra heads (2 snake and 1 bird), there are only 97 animals (clue 1).  Find a set of five different numbers whose sum is 97 (clue 2) and whose size difference between the least populous and most populous group is 10 (clue 3).  There are 17 sets that meet these requirements.
13, 18, 21, 22, 23
13, 19, 20, 22, 23
14, 15, 21, 23, 24
14, 16, 20, 23, 24
14, 16, 21, 22, 24
14, 17, 19, 23, 24
14, 17, 20, 22, 24
14, 18, 19, 22, 24
14, 18, 20, 21, 24
15, 16, 17, 24, 25
15, 16, 18, 23, 25
15, 16, 19, 22, 25
15, 16, 20, 21, 25
15, 17, 18, 22, 25
15, 17, 19, 21, 25
15, 18, 19, 20, 25
16, 17, 18, 20, 26
B) There are twice as many insect legs as there are bird legs (clue 4).  To find the possible bird and insect group sizes, multiply the quantity of insects by 6 (legs per insect).  Subtract 2 (an insect is missing 2 legs).  Divide by 2 (twice as many insect legs as bird legs).  Divide by 2 (legs per bird) to get the quantity of birds.  The formula is:  B = ((I * 6) - 2) / 4.  There are three combinations that work:  13 and 19, 15 and 22, 17 and 25.
((13 insects * 6 legs/insect) - 2 missing legs) / 4 = 19 birds
((15 insects * 6 legs/insect) - 2 missing legs) / 4 = 22 birds
((17 insects * 6 legs/insect) - 2 missing legs) / 4 = 25 birds
Of the 17 sets (from step A), only 5 contain these sizes.
13, 19, 20, 22, 23 (13 insects & 19 birds)
15, 16, 17, 24, 25 (17 insects & 25 birds)
15, 16, 19, 22, 25 (15 insects & 22 birds)
15, 17, 18, 22, 25 (15 insects & 22 birds or 17 insects & 25 birds)
15, 17, 19, 21, 25 (17 insects & 25 birds)
C) There are as many snake heads as spider heads (clue 5).  Since there is a snake with two extra heads, there are actually 2 fewer snakes compared to spiders.  Only 2 combinations (from step B) yield the required head count.
13 insects, 19 birds, 20 snakes, 22 spiders, 23 mammals
15 mammals, 17 insects, 19 snakes, 21 spiders, 25 birds
D) The only group combination (from step C) that produces 376 legs (clue 1) is:  15, 17, 19, 21, 25.  The other combination yields 380 legs.
(15 mammals * 4 legs/mammal) - 1 missing leg = 59 legs
(17 insects * 6 legs/insect) - 2 missing legs = 100 legs
19 snakes * 0 legs/snake = 0 legs
(21 spiders * 8 legs/spider) - 1 missing leg = 167 legs
25 birds * 2 legs/birds = 50 legs
Thus, there are:  19 snakes (21 heads and 0 legs), 25 birds (26 heads and 50 legs), 15 mammals (15 heads and 59 legs), 17 insects (17 heads and 100 legs), and 21 spiders (21 heads and 167 legs).  This produces 97 animals with 100 heads and 376 legs.",,2.34,3.03
Copying Tapes,"Marty and Jill want to copy three 60 minute tapes. They have two tape recorders that will dub the tapes for them, so they can do two at a time.
It takes 30 minutes for each side to complete; therefore in one hour two tapes will be done, and in another hour the third will be done. Jill says all three tapes can be made in 90 minutes. How?","Jill will rotate the three tapes. Let's call them tapes 1,2, and 3 with sides A and B. In the first 30 minutes they will tape 1A and 2A, in the second 30 minutes they will tape 1B and 3A (Tape 1 is now done). Finally, in the last 30 minutes, they will tape 2B and 3B.",,2.34,1.22
Kitchen Cups,All you have in the kitchen are 2 containers. The smaller holds 3 cups and the larger holds 5 cups. How can you use these two containers to measure exactly 1 cup of water?,Fill the 3 cup container with water. Pour it into the 5 cup container. Then repeat until the 5 cup container is full and you will have 1 cup of water left in the 3 cup container.,,2.34,1.12
Six Daughters,A husband and wife have six daughters and each daughter has one brother.  How many people are in the family?,Nine.  Each daughter shares the same brother.,,2.34,0.72
A Boy and His Ducks,"A boy, walking home some ducks, was asked how many he had. He replied,
""When in line, there are two ducks ahead of a duck, two ducks behind a duck, and one duck in the middle."" How many ducks had he?",There are three ducks.  Two in front of the last duck.  Two behind the first duck. And one duck in the middle with a duck in front and behind it.,"Ducks like to swim.  Not a good hint you say?  Well I guess you are right about that.  OK, pay attention to the commas.  Each statement between commas should be considered separately.  And do not read it as ""at least"" two ducks ahead of ""at least"" one duck, etc.  It has all the words it needs already in it.",2.34,0.79
