Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Sixteen 4's,"Can you make a total of 1000 by using sixteen 4's and only the arithmetic symbol ""+"" any number of times?",444+444+44+44+4+4+4+4+4+4,Try all combinations.,2.11,2.09
Race Driver,"A racing driver drove around a 6-mile track at 140 miles per hour for 3 miles, 168 miles per hour for 1.5 miles, and 210 miles per hour for 1.5 miles. What was his average speed for the entire 6 miles?",160mph,,2.11,2.0
Digital Product,"The digital product (i.e. product of all its digits) of a positive integer equals the cube of a two-digit integer.
What's the minimal value of the original number?","It must have 4 digits. If the product is 1000, it's at least 5558.
The product can't be 11^3 because 11 is prime.
But if the product is 12^3, the least number is 3889.","If you think it's 5558, then you're missing something.",2.11,2.94
Cutting the Cake,"During her birthday party, Mary noticed that from a rectangular cake a rectangular piece was missing (it doesn't matter where). With two guests remaining without cake, she wanted to give them equal pieces of the cake. Remembering Professor Voronka's geometry class, she said, ""I know how to cut the cake in half using a single cut!"" and proceeds to do so.
How did she cut the cake using a SINGLE STRAIGHT cut? Can you think of another way?
Assume that the cake is uniform so that both pieces will have the same ingredients no matter how the cake is cut.","First Way:
Cut the cake horizontally in the middle.
Second Way:
Cut the cake along the centers of the two rectangles. (i.e., the missing piece and the entire cake)","To the first way:
This wouldn't be possible if the cake was two-dimensional.
To the second way:
What are the ways you can divide a rectangle in half using a straight line? (There are more than 4)
Major Hint:
Where do these lines all cross?",2.11,1.92
Drilling Through A Sphere,"I just drilled straight through the center of a solid sphere, resulting in a 6cm long cylindrical hole. What is the volume remaining in the sphere?
Here are some formulas you may find useful:
Volume of sphere = (4/3)Pi(r^3)
Volume of cap = (1/6)Pi(3R^2+h^2)h
Volume of cylinder = Pi(R^2)H
r = radius of sphere
h = height of cap
R = radius of hole (the cap and the cylinder share this radius)
H = height of cylinder (6cm)
The portion of the sphere that was removed can be thought of as a cylinder with a cap at both ends. A cap is flat on one side (touching the cylinder) and spherical on the other side (the original surface of the sphere).","The volume is exactly 36Pi cm^3 (about 113.1 cm^3).
Hard solution:
The sphere's diameter (2r) must be the same as the length of the cylinder (H) plus the height of the two caps (2h), so 2r=H+2h.
Thus, 2h=2r-H and H=6, so 2h=2r-6 or simply h=r-3.
A right-angled triangle is formed by the radius of the cylinder (R) and half the height of the cylinder (H/2), with the radius of the sphere (r) forming the hypotenuse. Using Pythagoras: R^2+(H/2)^2=r^2.
Thus, R^2=r^2-(H/2)^2 and H=6, so R^2=r^2-9.
Volume of cap = (1/6)Pi(3R^2+h^2)h
(replace R^2 and h with values computed above)
= (1/6)Pi(3(r^2-9)+(r-3)^2)(r-3)
= (1/6)Pi(3r^2-27+r^2-6r+9)(r-3)
= (1/6)Pi(4r^2-6r-18)(r-3)
= (1/6)Pi(4r^3-6r^2-18r-12r^2+18r+54)
= (1/6)Pi(4r^3-18r^2+54)
= (2/3)Pi(r^3)-3Pi(r^2)+9Pi
Volume of cylinder = Pi(R^2)H
(replace R^2 with value computed above, and H with given value of 6)
= Pi(r^2-9)6
= 6Pi(r^2)-54Pi
Volume of sphere remaining = sphere - 2 caps - cylinder
= [ (4/3)Pi(r^3) ] - [ 2 ((2/3)Pi(r^3)-3Pi(r^2)+9Pi) ] - [ 6Pi(r^2)-54Pi ]
= [ (4/3)Pi(r^3) ] - [ (4/3)Pi(r^3)-6Pi(r^2)+18Pi ] - [ 6Pi(r^2) - 54Pi ]
= (4/3)Pi(r^3) - (4/3)Pi(r^3) + 6Pi(r^2) - 18Pi - 6Pi(r^2) + 54Pi
= 36Pi
Easy solution:
Assume the hole is infinitely small (i.e. a radius of 0). Then, the volume of the cylinder (and the volume of the caps) is 0. The height of the cap is 0, so the radius of the sphere (r) is 3cm (half of the length of the cylindrical hole). Thus:
Volume of sphere remaining = sphere - 2 caps - cylinder
= (4/3)Pi(r^3) - 0 - 0
= (4/3)Pi(3^3)
= 36Pi"," for a hard solution:
The sphere's diameter (2r) must be the same as the length of the cylinder (H) plus the height of the two caps (2h), so 2r=H+2h.
A right-angled triangle is formed by the radius of the cylinder (R) and half the height of the cylinder (H/2), with the radius of the sphere (r) forming the hypotenuse. Using Pythagoras, R^2+(H/2)^2=r^2.
Hint for an easy solution:
Assume there is a real answer. Therefore, the answer does not depend on the radius of the hole (R). Use whatever value is easiest.",2.11,2.96
Infinity Divides Infinity,What do you get when infinity divides infinity?,"The answer is indeterminate (it could be any number).
Infinity is an unknown number. We can't say that the numerator infinity is exactly equal to the denominator infinity.",,2.11,1.66
Disappearing Numbers,"For every number that exists between 0 and 1 (say for example 2/3) there exists exactly one other number called its reciprocal (in this case 3/2) that is bigger than 1.
Also, for every number that exists between 0 and 1 (say 0.5) there is exactly one number that exists, found by adding 1 (1.5) that must lie between 1 and 2.
Since every number between 0 and 1 corresponds to exactly one number between 1 and 2 and at the same time corresponds to a number bigger than 1 then there must be the same number of numbers that lie between 1 and 2 as there are bigger than 1.
That means that all of the numbers bigger than 1 lie between 1 and 2 so there aren't any numbers bigger than 2.
This is clearly false, so where is the error?",The problem lies in how many numbers there are. There are an infinite number of numbers between 0 and 1 and hence an infinite number of numbers between 1 and 2 and also greater than 2. Surprisingly there can be different sized infinities so you cannot say that two infinite quantities are equal. (Take 1 away from infinite and you still have infinite).,Reversing the reasoning will give you the same correspondence. Every number bigger than 1 has a reciprocal less than 1 and every number between 1 and 2 has a corresponding number less than 1 found by subtracting 1. No error here.,2.11,2.4
Percentages,"If A is 50% larger than C, and B is 25% larger than C, then A is what percent larger than B?","A is 1.5C, and B is 1.25C. Therefore, A is (1.5C-1.25C)/(1.25C)*100%=20% larger than B.
Or, suppose C is 4, then A is 6 and B is 5. 6 is 20% larger than 5.",,2.11,1.45
Cost of the Trip,"Michelle rents a car to take her to the airport in the morning and return her home that evening. Halfway to the airport, she picks up a friend who accompanies her to the airport. That night, she and her friend return back to Michelle`s place. The total cost is $20.00. If the amount is to be split fairly, how much money should Michelle pay?",$12.50,,2.11,1.7
Alcohol,"There are three things on the table:
A shot glass that can hold up to 4 fluid ounces, a martini glass that can hold up to 16 fluid ounces, and a mug that can hold up to 32 fluid ounces.
All of them are completely filled with wine.
The shot glass contains 50% of alcohol. The martini glass contains 12.5% of alcohol. The mug contains 6.25% of alcohol.
Which contains the most alcohol?","They all have the same amount of alcohol.
Since the shot glass can hold up to 4 fluid ounces, 50% of it would be 2 fluid ounces. The martini glass, which holds up to 16 fluid ounces, has 12.5% of alcohol, which is equivalent to 2 fluid ounces, just like the shot glass. The 32 fluid ounce mug has 6.25% of alcohol, which is also 2 fluid ounces. All of them have 2 fluid ounces of alcohol.",,2.11,1.23
Commuting,"In a company:
595 people have driven to work
170 people have taken the train to work
85 people have driven and taken the train to work
170 people live at the company
In total, how many people work at this particular company?","Since 85 people drive and take the train to work, you have to subtract them out of the 595 people who drive to work and the 170 people who take the train to work.  This way, you will not double count these people.
So, 595-85=510 and 170-85=85
Now, you can treat these people as individuals and add them all together.
510 people drive + 85 people taking the train + 170 living at the company + 85 people who drive and take the train = 850 people in total.",Don't count the people who drive and take the train as two different people.,2.11,1.62
Jannet & Andy,Jannet and Andy were having a reading competition.  They both read the same book.  Andy finished the book in an hour and ten minutes and Jannet finished it in eighty minutes. Who reads faster?,Andy because he had ten less minutes than Jannet.,,2.11,1.47
Game of Darts,"If playing darts, what is the lowest possible score you CAN'T get with three darts on a standard dart board?","163
Scoring combinations to achieve 0 thru 162 points:
all three darts miss --- 0 points
1st misses (0 points), 2nd misses (0 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 1 thru 20 points
1st misses (0 points), 2nd hits single 20 (20 points), 3rd hits single 1 thru 20 (0 thru 20 points) --- 21 thru 40 points
1st misses (0 points), 2nd hits double 20 (40 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 41 thru 60 points
1st misses (0 points), 2nd hits triple 20 (60 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 61 thru 80 points
1st hits double 20 (40 points), 2nd hits double 20 (40 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 81 thru 100 points
1st hits double 20 (40 points), 2nd hits triple 20 (60 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 101 thru 120 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits single 1 thru 20 (1 thru 20 points) --- 121 thru 140 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits triple 7 (21 points) --- 60 + 60 + 21 = 141 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits double 11 (22 points) --- 60 + 60 + 22 = 142 points
1st hits triple 20 (60 points), 2nd hits triple 19 (57 points), 3rd hits double 13 (26 points) --- 60 + 57 + 26 = 143 points
1st hits triple 20 (60 points), 2nd hits triple 18 (54 points), 3rd hits double 15 (30 points) --- 60 + 54 + 30 = 144 points
1st hits triple 20 (60 points), 2nd hits triple 17 (51 points), 3rd hits double 17 (34 points) --- 60 + 51 + 34 = 145 points
1st hits triple 20 (60 points), 2nd hits triple 16 (48 points), 3rd hits double 19 (38 points) --- 60 + 48 + 38 = 146 points
1st hits triple 20 (60 points), 2nd hits triple 16 (48 points), 3rd hits triple 13 (39 points) --- 60 + 48 + 39 = 147 points
1st hits triple 20 (60 points), 2nd hits triple 16 (48 points), 3rd hits double 20 (40 points) --- 60 + 48 + 40 = 148 points
1st hits triple 20 (60 points), 2nd hits triple 19 (57 points), 3rd hits double 16 (32 points) --- 60 + 57 + 32 = 149 points
1st hits triple 20 (60 points), 2nd hits triple 18 (54 points), 3rd hits double 18 (36 points) --- 60 + 54 + 36 = 150 points
1st hits triple 20 (60 points), 2nd hits triple 17 (51 points), 3rd hits double 20 (40 points) --- 60 + 51 + 40 = 151 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits double 16 (32 points) --- 60 + 60 + 32 = 152 points
1st hits triple 20 (60 points), 2nd hits triple 19 (57 points), 3rd hits double 18 (36 points) --- 60 + 57 + 36 = 153 points
1st hits triple 20 (60 points), 2nd hits triple 18 (54 points), 3rd hits double 20 (40 points) --- 60 + 54 + 40 = 154 points
1st hits triple 20 (60 points), 2nd hits triple 19 (57 points), 3rd hits double 19 (38 points) --- 60 + 57 + 38 = 155 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits double 18 (36 points) --- 60 + 60 + 36 = 156 points
1st hits triple 20 (60 points), 2nd hits triple 19 (57 points), 3rd hits double 20 (40 points) --- 60 + 57 + 40 = 157 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits double 19 (38 points) --- 60 + 60 + 38 = 158 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits triple 13 (39 points) --- 60 + 60 + 39 = 159 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits double 20 (40 points) --- 60 + 60 + 40 = 160 points
1st hits triple 20 (60 points), 2nd hits triple 17 (51 points), 3rd hits center bull's eye (50 points) --- 60 + 51 + 50 = 161 points
1st hits triple 20 (60 points), 2nd hits triple 20 (60 points), 3rd hits triple 14 (42 points) --- 60 + 60 + 42 = 162 points
163 points can not be achieved for the following reasons:
If two darts each hit a triple 20 for 60 points each, that produces 120 points, which requires another 43 points to reach 163.  43, being prime, can not be achieved with any single, double, or triple score.
If one dart hits triple 20 and another hits the center bull's eye, that achieves 110 points, leaving the need for an additional 53 points.  53 is prime, so can not be reached by any hit.
If two darts both hit the center bull's eye for 100 points, that still leaves a need for 63 points.  63 is not prime, but can not be reached, since it would require a triple 21 (there is no 21 on a dart board).",,2.11,2.46
Two Pound Stick,"Jack found a stick that weighed exactly two pounds. If Jack cut the stick into eight equal pieces, how much would each piece weigh?","Each piece would weigh just less than a quarter of a pound. (The sawdust created from the cut would cause the loss)
This is similar to the situation that appeared in Shakespeare's play ""The Merchant of Venice"". When Shylock won a pound of Antonio's flesh, he was allotted only the pound of flesh. This meant he could take a pound of flesh, but he could only do it on condition that he takes no blood or even a fraction more than one pound of flesh.",,2.11,1.57
How Old Are They 2,"Patty is 3 times as old as her brother, Terry.  In 10 years, the sum of their ages will be 36.
How old are they now?",Patty is 12 and Terry is 4.,Set up an equation.,2.11,1.1
Equalities,"Observe the following equations.
55 = 131
90 = 194
-35 = -31
10 = 50
-50 = -58
In this sense, find the equation wherein the number on the left side of the equation is also the number on the right side of the equation. (a=a)","-40 = -40.
The first number is the temperature in Celsius while the second one is the temperature in Fahrenheit.
For the hint: Do you feel SICK keeping on solving?
SICK gives a clue to FEVER, leading you to think of TEMPERATURE.",Do you feel sick keeping on solving?,2.11,2.43
x/z,"If x/y = 4/7 and z/y = 3/2, then x/z = ?  Give the answer as a fraction.","8/21
Just take x/y * y/z = x/z. (the y's cancel each other)
Therefore 4/7 * 2/3 = 8/21.",,2.11,2.07
Lines and Dots,"If 2 lines and 4 dots equals 14 and 3 lines and 2 dots equals 17, what does 1 line and 3 dots equal?
2 lines + 4 dots = 14
3 lines + 2 dots = 17
1 line + 3 dots = ?","8
This is Mayan math. A line represents 5, a dot represents 1, and a shell represents 0 (place holder.)",,2.11,1.18
Pattern 15,"Five different whole numbers add up to 15, Multiply those same five numbers and you get 120. What are the five numbers?","1 x 2 x 3 x 4 x 5 = 120
1 + 2 + 3 + 4 + 5 = 15",,2.11,1.4
Time in a day,Take 24 hours. Subtract that from a day. How many seconds do you have left?,"About 59 seconds. Remember, a day isn't exactly 24 hours since every year has 365 1/4 days. (6/365)*60*60 = 59.178",Don't go too fast on this one. Try to remember how many days are in a year. (not 365....exactly),2.11,1.89
Take a Cruise,"Bob spent $963.47 on a luxury cruise from Oahu to Maui to the Bahamas. He planned to stay 2 days in the Bahamas before he went back to Hawaii. During the cruise, he spent 1 day of his time water skiing, 3 days sleeping, 2 days reading, 13 hours relaxing, 12 hours rock-climbing, and 23 hours swimming. How many days was the cruise?",16 days because it's 8 days there and 8 days back.,,2.11,2.06
One O'clock,"If 2 hours ago it was as long after one o'clock in the afternoon as it was before one o'clock in the morning. What time
would it be now?","Nine o'clock. Since there are 12 hours between the 2 times, and half of that time is six, then the halfway mark would have to be 7 o'clock. If it were 7 o'clock two hours ago, the time would now be nine o'clock.",,2.11,1.24
Binary Code,What is the hexadecimal code for the following binary code? 11111111,"FF, or the equivalent of 255, which is the actual technical value of a 256 MB stick of RAM.","Remember 0's and 1's in computer terms mean on and off, and binary starts at 1 and keeps doubling itself to infinity. Also, hexadecimal consists of combinations of numbers and letters A thru F.",2.11,2.33
Green and Yellow,"If even numbers are green and odd numbers are yellow, what colour is yellow + yellow?",green,,2.11,1.22
Food Fight Fiasco #1,"You are in a food fight. An enemy is holding a hot sauce and will spray you with the fiery substance unless you answer the following question correctly:
A right cylinder, with a diameter congruent to its height is inscribed in a right cone with height 12 units and radius 5 units. If their axes coincide, find the radius of the cylinder.","30/11. As mentioned in the hint, there are many methods in which to solve this. One less complex method is to imagine the axis of the cone form a right triangle. This triangle shares the dimensions of the cone, so it is 12 by 5. We are given that the diameter of the cylinder is congruent to the height, so we can deduce that the radius is half the length of the height. Imagine a radius that intersects the hypotenuse of the triangle discussed above. Let's call it x. Therefore, we get a right triangle with a smaller right triangle inside. Since two of the angles are the same (the top and the right angles), we can say that the two triangles are similar. Since the height of the cylinder is 2x (twice the length of the radius x), the height of the smaller right triangle is 12-2x. Thus, we can set up a proportion: 12/5 = 12-2x/x.
Next we can cross-multiply to get 12x=60-10x. If we add 10x on both sides, we get 22x=60, and dividing 22 from both sides yields x=60/22=30/11."," #1: By inscribed, your enemy means that the cylinder's whole bottom face is touching the cone's bottom face, and the cylinder is touching the cone with the circumference of the top face.
Hint #2: There are many ways to solve this, but a simple method is to imagine one triangle inside another.",2.1,2.8
What's Your Number?,"Start with a number larger than 0, square it, add 4, double it, take away 3, multiply times 4 and finally subtract the original number. If you were now left with 20, what number did you start with?",1/8,It's between 0 and 5.,2.1,2.02
Card Game,"My favorite card game was invented a while back. It was invented a year after my father was born, and a year before my mother was born. My oldest parent's age is more than 20+19, but less than 82/2. When was this game invented?","39 years ago.
If the oldest parent is between 39 and 41, then he/she is 40. If the game was invented one year after the oldest parent (the dad), then it was 39 years ago (40-1).","/ means ""divided by"" on a calculator.",2.1,1.54
A Time Teaser,"Between two and three o'clock, someone looked at the clock and mistook the minute hand for the hour hand. Consequently the time appeared to be fifty-five minutes earlier than it actually was. What time was it?","The time must have been precisely 5 and 5/11 minutes past two o'clock. If you got 5 minutes or 5 and a half minutes after two, consider yourself correct.","There is a fraction involved in the precise answer, however this is not a mathematics test. If you get the answer within the nearest minute or so, consider your answer correct.",2.1,2.1
That's Odd,I'm thinking of an odd whole number between 2 and 300.  Add 73 to the number and then divide by two.  That result plus the lowest possible number will equal four times the difference between the number and the highest possible number.  What is the number?,257,Use straightforward algebra.,2.1,2.34
Symbolism II,"I give you some numbers in a specific order, and a few symbols. Arrange those symbols however you can to make a correct math equation. You must use all of them.
For example...
753452120
+-=
Answer:
7+534-521=20
Also, do not follow the order of operations, perform in the order of the numbers (ie: 3+3*3 normally equals 12, but not following the order of operations, equals 18.)
Now, for your puzzle.
5463186333
+--*=",54+63-18=6-3*33,Each side equals 99.,2.1,2.65
Water and Ice,"When water changes into ice, the volume increases by one ninth. Consider a 20 cm-tall cylindrical beaker, full of ice. On top of the beaker, there is a cone of ice of the same diameter and 5 cm-tall. When all the ice melts into water, what is the height of the water in the beaker?","When water changes into ice, the volume increases by one ninth. This means that the ratio of the volumes of water and ice is 9:10.
A 5 cm-tall cone of ice is as large as a 5/3 cm-tall cylinder, which makes a total of 20+5/3=65/3 cm of ice, and will yield 65/3*9/10=19.5 cm of water. Because 19.5<20, the cylinder itself can hold all the water, and the cone is emptied. Therefore, the height of water is 19.5 cm.",Is the cylinder enough to hold all the water?,2.1,2.23
10%,"Solve the following equation:
10% of 10% of (10/10-10)",-0.09,Don't think positive.,2.1,1.49
Gulp!,"There is a club of 50 superstitious people. At their last meeting, 14 people got inducted, now for a total of 64. The leader proposed a toast to the new members. Assuming there is 500ml of their choice beverage in each glass, how much was drunk at the toast?","25000ml. If you said 32000ml, you forgot, they are superstitious and it is supposedly bad luck to drink to your own toast.",They are superstitious.,2.1,1.94
A Pole In A Lake,"There is a pole in a lake. One-half of the pole is in the ground, another one-third of it is covered by water, and 9 ft is out of the water. What is the total length of the pole in ft?","Fraction of pole in the ground = 1/2
Fraction of pole covered by water = 1/3
Fraction of pole in the ground and covered by water = 1/2 + 1/3 = (3 + 2)/6 = 5/6
Fraction of pole out of water = 1 - 5/6 = 1/6
Thus, one-sixth of the pole (out of water) is 9 ft.
So, total length of pole = 54 ft.
It may be noted that:
Length of pole in the ground = 54/2 = 27 ft.
Length of pole covered by water = 54/3 = 18 ft.
Length of pole out of water = 9 ft.
The problem may also be solved by setting up the following equation: x/2 + x/3 + 9 = x
where x denotes the total length of the pole in ft.
The equation may be solved as shown below.
5x/6 + 9 = x
9 = x - 5x/6 = x/6
x/6 = 9 or x = 54.",,2.1,1.4
Madadian Holiday,"A group of workers from the Madadian Kebab Recycling Factory went on a holiday to the sun soaked coast of Madadia. It rained for 13 days. But when it rained in the morning, the afternoon was lovely. And when it rained in the afternoon, the day was preceded by clear morning.
Altogether there were 11 very nice mornings and 12 very nice afternoons. How many days did their holiday last?","The holiday lasted for 18 days.
Let's assume the number of days as follows:
Rain in the morning and lovely afternoon = X days
Clear morning and rain in the afternoon = Y days
No rain in the morning and in the afternoon = Z days
Number of days with rain = X + Y = 13 days
Number of days with clear mornings = Y + Z = 11 days
Number of days with clear afternoons = X + Z = 12 days
Solving above 3 equations, we get X = 7, Y = 6 and Z = 5
Hence, total number of days on holiday = 18 days.",,2.1,2.24
Guess the Number,"Guess the five-digit number using the following clues.
1. The second digit is a multiple of the first digit.
2. The third digit is the product of the first two digits.
3. All but one digit are even.
4. Either the first and second or the second and the third are the same digit.
5. The fifth digit is equal to the square of the second digit.
6. Divide the fourth digit by 2 and you will get the fifth digit.",12284,for number 2 no answers go over nine,2.1,2.04
Be Quiet Children!,"One day, a frustrated math teacher lost his patience with his students' non-stop chatting. Thus, he decided to give the ultimate hard problem:
Find the only positive integer number less than 20,000 that is also a sum of three positive integers, all containing exactly 7 factors.
There was a steady silence. Can you break the silence by figuring it out?","16,418.
First, you need to figure out the separate integers. If you have read the hint, you would know how to use prime factorization to your advantage. The only way to get 7 as the number of factors is 1 x 7. So the prime factorization of any number with 7 factors is n^6 times x^0, where n and x are both primes. But if you look, x^0, for all nonzero values of x, is 1! So, any number with exactly 7 factors must be a prime raised to the sixth power. This yields 2^6 +3^6+5^6 = 16418. Any prime 7 or greater to the sixth power is greater than 20,000.","For the prime factorization of positive integer x, we get
x=[y(sub 1)^K (sub 1)][y(sub 2)^ K (sub 2)]..., where y sub(n) is a prime number, and K sub(n) is the power to which y sub(n) is raised, we can figure out the number of prime factors by:
[K(sub 1) + 1][K(sub 2) + 1]...
For example, the prime factorization of 228 is (2^2)(3^1)(19^1). 228 has 12 factors, since (2+1)(1+1)(1+1) = 12.",2.1,2.94
Mathematicians,"There are 4 mathematicians - Brahma, Sachin, Prashant and Nakul - having lunch in a hotel. Suddenly, Brahma thinks of 2 integer numbers greater than 1 and says, ""The sum of the numbers is..."" and he whispers the sum to Sachin. Then he says, ""The product of the numbers is..."" and he whispers the product to Prashant. After that, the following conversation takes place :
Sachin : Prashant, I don't think that we know the numbers.
Prashant : Aha! Now I know the numbers.
Sachin : Oh, now I also know the numbers.
Nakul : Now I also know the numbers.
How did they know the numbers?","The numbers are 4 and 13.
As Sachin is initially confident that they (i.e. he and Prashant) don't know the numbers, we can conclude that -
1) The sum must not be expressible as sum of two primes, otherwise Sachin could not have been sure in advance that Prashant did not know the numbers.
2) The product cannot be less than 12, otherwise there would only be one choice and Prashant would have figured that out also.
Such possible sum are - 11, 17, 23, 27, 29, 35, 37, 41, 47, 51, 53, 57, 59, 65, 67, 71, 77, 79, 83, 87, 89, 93, 95, 97, 101, 107, 113, 117, 119, 121, 123, 125, 127, 131, 135, 137, 143, 145, 147, 149, 155, 157, 161, 163, 167, 171, 173, 177, 179, 185, 187, 189, 191, 197, ....
Let's examine them one by one.
If the sum of two numbers is 11, Sachin will think that the numbers would be (2,9), (3,8 ), (4,7) or (5,6).
Sachin : ""As 11 is not expressible as sum of two primes, Prashant can't know the numbers.""
Here, the product would be 18(2*9), 24(3*8 ), 28(4*7) or 30(5*6). In all the cases except for product 30, Prashant would know the numbers.
- if product of two numbers is 18:
Prashant : ""Since the product is 18, the sum could be either 11(2,9) or 9(3,6). But if the sum was 9, Sachin would have deduced that I might know the numbers as (2,7) is the possible prime numbers pair. Hence, the numbers must be 2 and 9."" (OR in other words, 9 is not in the Possible Sum List).
- if product of two numbers is 24:
Prashant : ""Since the product is 24, the sum could be either 14(2,12), 11(3,8 ) or 10(4,6). But 14 and 10 are not in the Possible Sum List. Hence, the numbers must be 3 and 8.""
- if product of two numbers is 28:
Prashant : ""Since the product is 28, the sum could be either 16(2,14) or 11(4,7). But 16 is not in the Possible Sum List. Hence, the numbers must be 4 and 7.""
- if product of two numbers is 30:
Prashant : ""Since the product is 30, the sum could be either 17(2,15), 13(3,10) or 11(5,6). But 13 is not in the Possible Sum List. Hence, the numbers must be either (2,15) or (5,6)."" Here, Prashant won't be sure of the numbers.
Hence, Prashant will be sure of the numbers if the product is either 18, 24 or 28.
Sachin : ""Since Prashant knows the numbers, they must be either (3,8 ), (4,7) or (5,6)."" But he won't be sure. Hence, the sum is not 11.
Summerising data for sum 11:
Possible Sum PRODUCT Possible Sum
2+9 18 2+9=11 (possible)
3+6=9
3+8 24 2+12=14
3+8=11 (possible)
4+6=10
4+7 28 2+12=14
3+8=11 (possible)
4+6=10
5+6 30 2+15=17 (possible)
3+10=13
5+6=11 (possible)
Following the same procedure for 17:
Possible Sum PRODUCT Possible Sum
2+15 30 2+15=17 (possible)
3+10= 13
5+6=11 (possible)
3+14 42 2+21=23 (possible)
3+14=17 (possible)
6+7=13
4+13 52 2+26=28
4+13=17 (possible)
5+12 60 2+30=32
3+20=23 (possible)
4+15=19
5+12=17 (possible)
6+10=16
6+11 66 2+33=35 (possible)
3+22=25
6+11=17 (possible)
7+10 70 2+35=37 (possible)
5+14=19
7+10=17 (possible)
8+9 72 2+36=38
3+24=27 (possible)
4+18=22
6+12=18
8+9=17 (possible)
Here, Prashant will be sure of the numbers if the product is 52.
Sachin : ""Since Prashant knows the numbers, they must be (4,13).""
For all other numbers in the Possible Sum List, Prashant might be sure of the numbers, but Sachin won't.
Here is the step by step explanation:
Sachin : ""As the sum is 17, two numbers can be either (2,15), (3,14), (4,13), (5,12), (6,11), (7,10) or (8,9). Also, as none of them is a prime numbers pair, Prashant won't be knowing numbers either.""
Prashant : ""Since Sachin is sure that both of us don't know the numbers, the sum must be one of the Possible Sum List. Further, as the product is 52, two numbers can be either (2,26) or (4,13). But if they were (2,26), Sachin would not have been sure in advance that I don't know the numbers as 28 (2+26) is not in the Possible Sum List. Hence, the two numbers are 4 and 13.""
Sachin : ""As Prashant now knows both the numbers, out of all possible products - 30(2,15), 42(3,14), 52(4,13), 60(5,12), 66(6,11), 70(7,10), 72(8,9) - there is one product for which list of all possible sum contains ONLY ONE sum from the Possible Sum List. And also, no such two lists exist. [see table above for 17] Hence, two numbers are 4 and 13.""
Nakul figured out both the numbers just as we did by observing the conversation between Sachin and Prashant.
It is interesting to note that there are no other such two numbers. We checked all the possible sums till 500!!!",,2.1,3.14
Ann And Real Estate,"Ann purchased a house for $166,902. She wants to sell it for a profit of exactly 13%. However, she does not want to sell it herself. She wants a Real Estate Agent to sell it for her. The Agent must make a commission of exactly 5.7% (in addition to Ann's 13% profit). How much must the Agent sell the house for? Give your answer to the nearest dollar.","The Agent must sell Ann's house for $ 200000.
The Agent gets $ 11400 as commission (i.e., 0.057 x 200000).
Ann gets (including profit) $ 188600, i.e., 200000 - 11400.
It may be noted that: (188600 - 166902) / 166902 x 100 = 13%.
Importantly, profit is calculated on purchase cost (by Ann) and commission is calculated on selling price (by the Agent).
The problem may also be solved by setting up the following equation:
Purchase Cost + Ann's Profit + Agent's Commission = Selling Price
166902 + (13/100) 166902 + (5.7/100) S = S
where S is the Selling Price in $.
The equation may be solved as shown below.
188600 + 0.057 S = S
S = 188600 / (1 - 0.057) = 200000.",,2.1,2.2
What Age?,"Jessica was 10 when Andreas was born. Jessica's cousin was 17 when she had Andreas. Now Andreas's mom is 47.
How old are Andreas and Jessica now?","Jessica is 40
Andreas is 30
Here's how:
Since Andreas's mom was 17 when she had Andreas, Andreas must be 17 years younger, so she is 30.  Since Jessica was 10 when Andreas was born, Jessica must still be 10 years older, making her 40.",,2.09,1.71
Symbolism I,"I give you some numbers in a specific order, and a few symbols. Arrange those symbols however you can to make a correct math equation. You must use all of them.
For example...
753452120
+-=
Answer:
7+534-521=20
Now, here's your puzzle.
173476210
++--=",17-3+47-62+1=0,Each side equals 0.,2.09,2.28
Prime Numbers,"Prime numbers have only two factors, themselves and one. How many prime numbers are there between 10 and 100 who have a sum of 8 when their 2 digits are added together?","Three: 17, 53, and 71.",,2.09,1.84
Perfectly Balanced,"Tom spun a geometric object (such as a cylinder, cube, pyramid, rectangular prism, etc.) like a top. However, when it stopped, it was still standing up with no noticeable differences. How is this possible?","Tom actually spun a sphere. It didn't matter if it spun or not, it looked the same.",Perfect in all ways.,2.09,1.37
